Date,Open,High,Low,Close,Adj Close,Volume
2021-04-07,229.000000,230.460007,222.613327,223.656662,223.656662,78928200
2021-04-08,225.793335,229.850006,223.883331,227.933334,227.933334,71772900
2021-04-09,225.923340,226.990005,223.143326,225.673340,225.673340,64311300
2021-04-12,228.566666,234.933334,227.363327,233.993332,233.993332,87407100
2021-04-13,237.566666,254.333328,236.886673,254.106674,254.106674,133958400
2021-04-14,256.899994,260.263336,242.676666,244.076660,244.076660,147052200
2021-04-15,247.699997,247.896667,240.436661,246.283340,246.283340,83546700
2021-04-16,242.883331,249.803329,241.533340,246.593338,246.593338,83938500
2021-04-19,239.866669,241.800003,230.600006,238.210007,238.210007,119058600
2021-04-20,239.139999,245.750000,236.896667,239.663330,239.663330,106827000
2021-04-21,234.923340,248.279999,232.666672,248.039993,248.039993,93646500
2021-04-22,247.166672,251.256668,239.346664,239.896667,239.896667,106770900
2021-04-23,239.933334,245.786667,238.486664,243.133331,243.133331,85110000
2021-04-26,247.000000,249.766663,244.203339,246.066666,246.066666,93115500
2021-04-27,239.320007,241.333328,234.449997,234.913330,234.913330,88311000
2021-04-28,232.136673,236.166672,231.199997,231.466660,231.466660,66813000
2021-04-29,233.169998,234.083328,222.833328,225.666672,225.666672,86536200
2021-04-30,222.529999,238.490005,222.046661,236.479996,236.479996,122276100
2021-05-03,234.600006,235.333328,226.833328,228.300003,228.300003,81129300
2021-05-04,226.313339,227.816666,219.233337,224.533340,224.533340,89217900
2021-05-05,227.020004,228.433334,222.446671,223.646667,223.646667,65705700
2021-05-06,226.919998,227.006668,216.666672,221.179993,221.179993,83353800
2021-05-07,221.933334,230.000000,220.073334,224.123337,224.123337,70407600
2021-05-10,221.633331,221.683334,209.203339,209.679993,209.679993,94177200
2021-05-11,199.746674,209.033340,198.533340,205.733337,205.733337,139511700
2021-05-12,200.830002,206.803329,195.589996,196.630005,196.630005,101470800
2021-05-13,200.513336,202.153336,186.550003,190.563339,190.563339,132554700
2021-05-14,194.470001,197.623337,190.153336,196.580002,196.580002,100112700
2021-05-17,191.850006,196.576660,187.066666,192.276672,192.276672,97171200
2021-05-18,189.333328,198.750000,187.793335,192.623337,192.623337,110491800
2021-05-19,184.183334,188.736664,182.326660,187.820007,187.820007,118735200
2021-05-20,191.666672,196.283340,190.356674,195.593338,195.593338,92463300
2021-05-21,198.703339,198.893326,193.333328,193.626663,193.626663,78091800
2021-05-24,193.866669,204.826660,191.216660,202.146667,202.146667,103674300
2021-05-25,202.436661,204.663330,198.570007,201.563339,201.563339,84017700
2021-05-26,202.520004,208.723328,200.500000,206.376663,206.376663,85917900
2021-05-27,206.746674,210.376663,205.403336,210.283340,210.283340,79111800
2021-05-28,209.500000,211.863327,207.460007,208.406662,208.406662,68211000
2021-06-01,209.266663,211.266663,206.850006,207.966660,207.966660,54254700
2021-06-02,206.710007,207.786667,199.713333,201.706665,201.706665,69908400
2021-06-03,200.600006,201.516663,190.406662,190.946671,190.946671,90335700
2021-06-04,193.236664,200.203339,192.399994,199.683334,199.683334,72110700
2021-06-07,197.276672,203.333328,194.293335,201.710007,201.710007,67631100
2021-06-08,207.669998,207.696671,198.500000,201.196671,201.196671,78160200
2021-06-09,200.723328,203.929993,199.210007,199.593338,199.593338,49753800
2021-06-10,201.293335,205.529999,200.166672,203.373337,203.373337,71758800
2021-06-11,203.410004,204.186661,200.506668,203.296661,203.296661,48615900
2021-06-14,204.076660,208.496674,203.059998,205.896667,205.896667,61272000
2021-06-15,205.563339,205.596664,199.410004,199.786667,199.786667,53292300
2021-06-16,199.179993,202.833328,197.833328,201.623337,201.623337,66432300
2021-06-17,200.630005,207.156662,200.446671,205.533340,205.533340,68104200
2021-06-18,204.456665,209.449997,203.933334,207.770004,207.770004,73682700
2021-06-21,208.160004,210.463333,202.960007,206.943329,206.943329,74438100
2021-06-22,206.083328,209.523331,205.166672,207.903336,207.903336,57476700
2021-06-23,210.666672,219.066666,210.013336,218.856674,218.856674,93297600
2021-06-24,224.996674,232.539993,222.536667,226.606674,226.606674,137947200
2021-06-25,229.860001,231.270004,222.899994,223.956665,223.956665,97490100
2021-06-28,223.880005,231.566666,223.440002,229.573334,229.573334,64884600
2021-06-29,228.216660,229.169998,225.296661,226.919998,226.919998,52143900
2021-06-30,226.589996,230.936661,226.046661,226.566666,226.566666,56774700
2021-07-01,227.973328,229.330002,224.266663,225.973328,225.973328,55903500
2021-07-02,226.326660,233.333328,224.419998,226.300003,226.300003,81163500
2021-07-06,227.236664,228.000000,217.133331,219.860001,219.860001,69853500
2021-07-07,221.423340,221.899994,212.773331,214.883331,214.883331,56376000
2021-07-08,209.456665,218.143326,206.820007,217.603333,217.603333,68319900
2021-07-09,217.726669,219.636673,214.896667,218.983337,218.983337,54421500
2021-07-12,220.733337,229.080002,220.720001,228.566666,228.566666,77781000
2021-07-13,228.773331,231.093338,222.100006,222.846664,222.846664,62898300
2021-07-14,223.583328,226.203339,217.613327,217.793335,217.793335,64923600
2021-07-15,219.463333,222.046661,212.626663,216.866669,216.866669,60628800
2021-07-16,218.226669,218.899994,214.066666,214.740005,214.740005,49113000
2021-07-19,209.963333,215.733337,207.096664,215.406662,215.406662,63891300
2021-07-20,217.330002,220.796661,213.500000,220.166672,220.166672,46461300
2021-07-21,219.869995,221.619995,216.763336,218.429993,218.429993,41859900
2021-07-22,218.813339,220.723328,214.866669,216.419998,216.419998,45317100
2021-07-23,215.453339,216.266663,212.433334,214.460007,214.460007,43814700
2021-07-26,216.990005,222.733337,215.703339,219.206665,219.206665,76009800
2021-07-27,221.133331,222.166672,209.080002,214.926666,214.926666,98439900
2021-07-28,215.666672,218.323334,213.133331,215.660004,215.660004,48019800
2021-07-29,216.596664,227.896667,216.266663,225.783340,225.783340,91183800
2021-07-30,223.919998,232.509995,223.000000,229.066666,229.066666,88969200
2021-08-02,233.333328,242.313339,232.800003,236.556671,236.556671,100847400
2021-08-03,239.666672,240.883331,233.669998,236.580002,236.580002,64860900
2021-08-04,237.000000,241.633331,236.309998,236.973328,236.973328,51007800
2021-08-05,238.666672,240.316666,237.136673,238.210007,238.210007,38758800
2021-08-06,237.300003,238.776672,232.543335,233.033340,233.033340,46869000
2021-08-09,236.723328,239.676666,235.043335,237.919998,237.919998,44145900
2021-08-10,237.996674,238.863327,233.960007,236.663330,236.663330,40296900
2021-08-11,237.570007,238.393326,234.736664,235.940002,235.940002,29401800
2021-08-12,235.446671,240.933334,233.133331,240.750000,240.750000,52377300
2021-08-13,241.236664,243.300003,238.113327,239.056671,239.056671,50194500
2021-08-16,235.023331,236.500000,225.466660,228.723328,228.723328,68032200
2021-08-17,224.220001,224.860001,216.279999,221.903336,221.903336,71163900
2021-08-18,223.250000,231.923340,223.116669,229.663330,229.663330,61048200
2021-08-19,226.070007,228.850006,222.529999,224.490005,224.490005,42940500
2021-08-20,227.616669,230.710007,224.566666,226.753326,226.753326,44525700
2021-08-23,228.479996,237.376663,226.916672,235.433334,235.433334,60794700
2021-08-24,236.893326,238.406662,234.213333,236.163330,236.163330,39249300
2021-08-25,235.676666,238.990005,234.666672,237.066666,237.066666,37936800
2021-08-26,236.103333,238.466660,232.539993,233.720001,233.720001,39642900
2021-08-27,235.000000,238.333328,234.033340,237.306671,237.306671,41501400
2021-08-30,238.240005,243.666672,237.576660,243.636673,243.636673,55812600
2021-08-31,244.333328,246.796661,242.146667,245.240005,245.240005,62566200
2021-09-01,244.693329,247.330002,243.756668,244.696671,244.696671,39612900
2021-09-02,244.833328,246.990005,243.513336,244.130005,244.130005,38331900
2021-09-03,244.083328,244.666672,241.399994,244.523331,244.523331,45738300
2021-09-07,246.666672,253.399994,246.419998,250.973328,250.973328,60119400
2021-09-08,253.860001,254.816666,246.923340,251.289993,251.289993,56379000
2021-09-09,251.136673,254.033340,250.543335,251.619995,251.619995,42233100
2021-09-10,253.199997,254.203339,244.839996,245.423340,245.423340,45552600
2021-09-13,246.736664,248.259995,236.283340,247.666672,247.666672,68857500
2021-09-14,247.523331,251.490005,245.466660,248.163330,248.163330,55574700
2021-09-15,248.333328,252.286667,246.119995,251.943329,251.943329,46073100
2021-09-16,250.943329,252.970001,249.203339,252.330002,252.330002,41770200
2021-09-17,252.383331,253.679993,250.000000,253.163330,253.163330,84612600
2021-09-20,244.853333,247.333328,239.539993,243.389999,243.389999,74273100
2021-09-21,244.929993,248.246674,243.479996,246.460007,246.460007,48992100
2021-09-22,247.843338,251.223328,246.373337,250.646667,250.646667,45378900
2021-09-23,251.666672,252.733337,249.306671,251.213333,251.213333,35842500
2021-09-24,248.630005,258.266663,248.186661,258.130005,258.130005,64119000
2021-09-27,257.706665,266.333344,256.436676,263.786682,263.786682,84212100
2021-09-28,262.399994,265.213318,255.393326,259.186676,259.186676,76144200
2021-09-29,259.933319,264.500000,256.893341,260.436676,260.436676,62828700
2021-09-30,260.333344,263.043335,258.333344,258.493347,258.493347,53868000
2021-10-01,259.466675,260.260010,254.529999,258.406677,258.406677,51094200
2021-10-04,265.500000,268.989990,258.706665,260.510010,260.510010,91449900
2021-10-05,261.600006,265.769989,258.066681,260.196655,260.196655,55297800
2021-10-06,258.733337,262.220001,257.739990,260.916656,260.916656,43898400
2021-10-07,261.820007,268.333344,261.126678,264.536682,264.536682,57587400
2021-10-08,265.403320,265.459991,260.303345,261.829987,261.829987,50215800
2021-10-11,262.549988,267.079987,261.833344,263.980011,263.980011,42600900
2021-10-12,266.976654,270.773346,265.523346,268.573334,268.573334,66060000
2021-10-13,270.156677,271.803345,268.593323,270.359985,270.359985,42360300
2021-10-14,271.829987,273.416656,271.116669,272.773346,272.773346,36741600
2021-10-15,274.579987,281.070007,274.116669,281.010010,281.010010,56773800
2021-10-18,283.929993,291.753326,283.823334,290.036682,290.036682,72621600
2021-10-19,292.510010,292.649994,287.503326,288.089996,288.089996,52143300
2021-10-20,288.450012,289.829987,285.793335,288.600006,288.600006,42096300
2021-10-21,285.333344,300.000000,285.166656,298.000000,298.000000,94444500
2021-10-22,298.500000,303.333344,296.986664,303.226654,303.226654,68642400
2021-10-25,316.843323,348.339996,314.733337,341.619995,341.619995,188556300
2021-10-26,341.563324,364.980011,333.813324,339.476654,339.476654,187245000
2021-10-27,346.553345,356.959991,343.593323,345.953339,345.953339,115579500
2021-10-28,356.103333,360.333344,351.399994,359.013336,359.013336,81639600
2021-10-29,360.619995,371.736664,357.736664,371.333344,371.333344,89755200
2021-11-01,381.666656,403.250000,372.886658,402.863342,402.863342,168146100
2021-11-02,386.453339,402.863342,382.000000,390.666656,390.666656,128213400
2021-11-03,392.443329,405.130005,384.206665,404.619995,404.619995,103885500
2021-11-04,411.470001,414.496674,405.666656,409.970001,409.970001,76192200
2021-11-05,409.333344,413.290009,402.666656,407.363342,407.363342,64886400
2021-11-08,383.263336,399.000000,377.666656,387.646667,387.646667,100337100
2021-11-09,391.200012,391.500000,337.173340,341.166656,341.166656,177317400
2021-11-10,336.803345,359.366669,329.103333,355.983337,355.983337,128408100
2021-11-11,367.589996,368.323334,351.559998,354.503326,354.503326,67189800
2021-11-12,349.166656,351.500000,339.733337,344.473328,344.473328,76719300
2021-11-15,339.209991,343.993347,326.200012,337.796661,337.796661,104326800
2021-11-16,334.436676,352.399994,334.059998,351.576660,351.576660,79627200
2021-11-17,354.503326,373.213318,351.833344,363.003326,363.003326,94336200
2021-11-18,368.850006,370.666656,358.339996,365.459991,365.459991,62696700
2021-11-19,366.290009,379.573334,364.233337,379.019989,379.019989,64926900
2021-11-22,387.443329,400.649994,377.476654,385.623322,385.623322,99217500
2021-11-23,389.170013,393.500000,354.233337,369.676666,369.676666,108515100
2021-11-24,360.130005,377.589996,354.000000,372.000000,372.000000,67680600
2021-11-26,366.489990,369.593323,360.333344,360.640015,360.640015,35042700
2021-11-29,366.996674,380.890015,366.730011,378.996674,378.996674,58393500
2021-11-30,381.456665,389.333344,372.666656,381.586670,381.586670,81276000
2021-12-01,386.899994,390.946655,363.586670,365.000000,365.000000,68450400
2021-12-02,366.353333,371.000000,352.216675,361.533325,361.533325,73114800
2021-12-03,361.596680,363.526672,333.403320,338.323334,338.323334,92322000
2021-12-06,333.836670,340.546661,316.833344,336.336670,336.336670,81663000
2021-12-07,348.066681,352.556671,342.269989,350.583344,350.583344,56084700
2021-12-08,350.903320,357.459991,344.333344,356.320007,356.320007,41906400
2021-12-09,353.546661,354.163330,334.119995,334.600006,334.600006,59438400
2021-12-10,336.250000,340.326660,327.510010,339.010010,339.010010,59664300
2021-12-13,333.696655,335.000000,317.140015,322.136658,322.136658,78595500
2021-12-14,315.000000,322.136658,310.000000,319.503326,319.503326,70806300
2021-12-15,317.736664,326.250000,309.416656,325.329987,325.329987,75169200
2021-12-16,331.500000,331.660004,307.283325,308.973328,308.973328,82771500
2021-12-17,304.923340,320.220001,303.013336,310.856659,310.856659,100437300
2021-12-20,303.566681,307.230011,297.796661,299.980011,299.980011,56480100
2021-12-21,305.623322,313.166656,295.373322,312.843323,312.843323,71517900
2021-12-22,321.886658,338.553345,319.016663,336.290009,336.290009,93634200
2021-12-23,335.600006,357.660004,332.519989,355.666656,355.666656,92713200
2021-12-27,357.890015,372.333344,356.906677,364.646667,364.646667,71145900
2021-12-28,369.829987,373.000000,359.473328,362.823334,362.823334,60324000
2021-12-29,366.213318,368.000000,354.713318,362.063324,362.063324,56154000
2021-12-30,353.776672,365.183319,351.049988,356.779999,356.779999,47040900
2021-12-31,357.813324,360.666656,351.529999,352.260010,352.260010,40733700
2022-01-03,382.583344,400.356659,378.679993,399.926666,399.926666,103931400
2022-01-04,396.516663,402.666656,374.350006,383.196655,383.196655,100248300
2022-01-05,382.216675,390.113342,360.336670,362.706665,362.706665,80119800
2022-01-06,359.000000,362.666656,340.166656,354.899994,354.899994,90336600
2022-01-07,360.123322,360.309998,336.666656,342.320007,342.320007,84164700
2022-01-10,333.333344,353.033325,326.666656,352.706665,352.706665,91815000
2022-01-11,351.223328,358.616669,346.273346,354.799988,354.799988,66063300
2022-01-12,359.616669,371.613342,357.529999,368.739990,368.739990,83739000
2022-01-13,369.690002,371.866669,342.179993,343.853333,343.853333,97209900
2022-01-14,339.959991,350.666656,337.793335,349.869995,349.869995,72924300
2022-01-18,342.203339,356.929993,338.686676,343.503326,343.503326,66743400
2022-01-19,347.236664,351.556671,331.666656,331.883331,331.883331,75442500
2022-01-20,336.576660,347.220001,331.333344,332.089996,332.089996,70488600
2022-01-21,332.113342,334.850006,313.500000,314.633331,314.633331,103416000
2022-01-24,301.586670,311.170013,283.823334,310.000000,310.000000,151565700
2022-01-25,304.733337,317.086670,301.070007,306.133331,306.133331,86595900
2022-01-26,317.476654,329.230011,302.000000,312.470001,312.470001,104867400
2022-01-27,311.119995,311.796661,276.333344,276.366669,276.366669,147109500
2022-01-28,277.186676,285.833344,264.003326,282.116669,282.116669,134789100
2022-01-31,290.903320,312.663330,287.350006,312.239990,312.239990,104436000
2022-02-01,311.736664,314.566681,301.666656,310.416656,310.416656,73138200
2022-02-02,309.393341,310.500000,296.470001,301.886658,301.886658,66792900
2022-02-03,294.000000,312.333344,293.506653,297.046661,297.046661,78855600
2022-02-04,299.073334,312.166656,293.723328,307.773346,307.773346,73625400
2022-02-07,307.929993,315.923340,300.903320,302.446655,302.446655,60994500
2022-02-08,301.843323,308.763336,298.266663,307.333344,307.333344,50729100
2022-02-09,311.666656,315.423340,306.666656,310.666656,310.666656,52259400
2022-02-10,302.790009,314.603333,298.899994,301.516663,301.516663,66126900
2022-02-11,303.209991,305.320007,283.566681,286.666656,286.666656,79645800
2022-02-14,287.190002,299.626678,284.383331,291.920013,291.920013,67756500
2022-02-15,300.000000,307.666656,297.793335,307.476654,307.476654,57286200
2022-02-16,304.683319,308.809998,300.403320,307.796661,307.796661,51294300
2022-02-17,304.420013,306.166656,291.366669,292.116669,292.116669,55178400
2022-02-18,295.333344,295.623322,279.203339,285.660004,285.660004,68501700
